Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
3.0,breanna scott,AUS,4.9,7.9,0.0,12.8,2023,final
8.0,breanna scott,AUS,4.7,7.533,0.0,12.233,2023,qual
9.0,breanna scott,AUS,4.9,7.7,0.0,12.6,2022,qual
76.0,noga shalit,ISR,4.7,6.9,0.1,11.5,2022,qual
16.0,noga shalit,ISR,4.7,7.15,0.0,11.85,2022,qual
40.0,stefanie siegenthaler,SUI,4.5,7.833,0.0,12.333,2022,qual
75.0,stefanie siegenthaler,SUI,4.4,7.233,0.0,11.633,2023,qual
147.0,adeliina siikala,FIN,4.5,6.1,0.1,10.5,2023,qual
16.0,adeliina siikala,FIN,4.5,6.633,0.0,11.133,2023,qual
7.0,kelly simm,GBR,4.8,8.0,0.0,12.8,2022,final
4.0,kelly simm,GBR,4.8,8.15,0.0,12.95,2022,qual
6.0,kelly simm,GBR,4.8,7.9,0.0,12.7,2022,qual
5.0,kelly simm,GBR,4.8,8.0,0.0,12.8,2022,final
123.0,kaja skalska,POL,4.3,7.3,0.0,11.6,2023,qual
29.0,kaja skalska,POL,4.4,5.7,0.0,10.1,2023,qual
88.0,kaja skalska,POL,4.1,7.166,0.0,11.266,2023,qual
130.0,emma slevin,IRL,4.6,6.9,0.3,11.2,2022,qual
63.0,emma slevin,IRL,4.5,7.366,0.1,11.766,2022,qual
94.0,emma slevin,IRL,4.8,7.3,0.0,12.1,2023,qual
34.0,emma slevin,IRL,4.6,6.433,0.3,10.733,2023,qual
34.0,emma slevin,IRL,4.6,7.633,0.0,12.233,2023,qual
3.0,floor slooff,NED,5.2,7.633,0.1,12.733,2023,final
3.0,floor slooff,NED,4.9,7.966,0.0,12.866,2023,qual
13.0,floor slooff,NED,4.7,6.866,0.0,11.566,2023,qual
2.0,anastasiya smantsar,BLR,5.0,7.4,0.0,12.4,2022,final
6.0,anastasiya smantsar,BLR,4.8,7.433,0.4,11.833,2022,qual
7.0,anastasiya smantsar,BLR,4.9,6.766,0.3,11.366,2022,final
2.0,anastasiya smantsar,BLR,4.9,7.766,0.1,12.566,2022,qual
13.0,julia soares,BRA,5.5,8.066,0.1,13.466,2022,qual
1.0,julia soares,BRA,5.3,8.133,0.0,13.433,2022,final
1.0,julia soares,BRA,5.3,7.933,0.0,13.233,2022,qual
20.0,julia soares,BRA,5.3,7.9,0.0,13.2,2023,qual
1.0,julia soares,BRA,5.3,8.0,0.0,13.3,2023,final
10.0,julia soares,BRA,5.3,7.75,0.3,12.75,2023,qual
4.0,julia soares,BRA,5.4,8.233,0.0,13.633,2023,final
4.0,julia soares,BRA,5.4,8.0,0.0,13.4,2023,qual
4.0,emma spence,CAN,4.7,8.1,0.0,12.8,2022,AAfinal
4.0,emma spence,CAN,4.6,8.366,0.0,12.966,2022,final
3.0,emma spence,CAN,4.6,8.15,0.0,12.75,2022,qual
5.0,ruby stacey,GBR,4.7,7.6,0.0,12.3,2022,final
9.0,ruby stacey,GBR,4.4,7.4,0.3,11.5,2022,qual
7.0,ruby stacey,GBR,4.6,7.733,0.1,12.233,2023,final
4.0,ruby stacey,GBR,4.6,7.766,0.0,12.366,2023,qual
25.0,tara stefanovic,SRB,4.3,5.9,0.4,9.8,2023,qual
20.0,tara stefanovic,SRB,4.4,5.933,0.1,10.233,2023,qual
42.0,ava stewart,CAN,4.9,7.833,0.0,12.733,2023,qual
11.0,ava stewart,CAN,4.9,7.2,0.0,12.1,2023,qual
9.0,ava stewart,CAN,4.9,7.566,0.0,12.466,2023,AAfinal
12.0,ava stewart,CAN,4.8,7.666,0.0,12.466,2023,qual
3.0,poppy grace stickler,GBR,5.1,8.3,0.0,13.4,2022,final
5.0,poppy grace stickler,GBR,5.0,7.75,0.0,12.75,2022,qual
2.0,poppy grace stickler,GBR,5.5,8.25,0.0,13.75,2023,final
3.0,poppy grace stickler,GBR,5.5,8.0,0.1,13.4,2023,qual
7.0,poppy grace stickler,GBR,5.3,7.2,0.0,12.5,2023,final
6.0,poppy grace stickler,GBR,5.1,8.066,0.1,13.066,2023,qual
7.0,poppy grace stickler,WAL,5.0,7.5,0.0,12.5,2022,AAfinal
6.0,poppy grace stickler,WAL,5.0,7.866,0.3,12.566,2022,final
6.0,poppy grace stickler,WAL,5.0,7.7,0.0,12.7,2022,qual
100.0,nikol stoimenova,BUL,3.9,7.033,0.0,10.933,2023,qual
15.0,nikol stoimenova,BUL,3.9,7.3,0.0,11.2,2023,qual
79.0,sara sulekic,CRO,4.1,7.333,0.0,11.433,2022,qual
74.0,sara sulekic,CRO,4.3,7.333,0.0,11.633,2023,qual
8.0,ashlee sullivan,USA,5.4,7.45,0.0,12.85,2022,AAfinal
3.0,ashlee sullivan,USA,5.7,7.65,0.0,13.35,2023,AAfinal
13.0,ashlee sullivan,USA,5.7,6.95,0.0,12.65,2023,qual
10.0,tiana sumanasekera,USA,5.7,7.2,0.0,12.9,2023,AAfinal
7.0,tiana sumanasekera,USA,5.7,7.3,0.0,13.0,2023,qual
77.0,sara surmanova,SVK,4.0,7.466,0.0,11.466,2022,qual
79.0,sara surmanova,SVK,4.1,7.4,0.0,11.5,2023,qual
70.0,agnes suto,ISL,4.1,7.566,0.0,11.666,2022,qual
91.0,agnes suto,ISL,3.9,7.3,0.0,11.2,2023,qual
87.0,zoja szekely,HUN,4.6,7.6,0.0,12.2,2023,qual
16.0,zoja szekely,HUN,4.6,7.633,0.0,12.233,2023,AAfinal
34.0,zoja szekely,HUN,4.6,7.633,0.0,12.233,2023,qual
78.0,nikolett szilagyi,HUN,4.9,7.366,0.0,12.266,2022,qual
95.0,nikolett szilagyi,HUN,4.6,7.466,0.0,12.066,2023,qual
10.0,nikolett szilagyi,HUN,4.8,7.366,0.0,12.166,2023,qual
11.0,nikolett szilagyi,HUN,4.9,7.1,0.0,12.0,2023,qual
30.0,xijing tang,CHN,5.3,8.066,0.3,13.066,2022,qual
9.0,xijing tang,CHN,5.0,8.033,0.1,12.933,2023,qual
63.0,derin tanriyasukur,TUR,4.9,7.166,0.2,11.866,2023,qual
16.0,derin tanriyasukur,TUR,4.9,6.266,0.0,11.166,2023,qual
45.0,kaia tanskanen,FIN,5.0,7.8,0.0,12.8,2022,qual
33.0,kaia tanskanen,FIN,4.8,7.733,0.0,12.533,2022,qual
68.0,kaia tanskanen,FIN,5.0,7.466,0.0,12.466,2023,qual
10.0,kaia tanskanen,FIN,5.1,7.4,0.0,12.5,2023,AAfinal
20.0,kaia tanskanen,FIN,5.1,7.6,0.0,12.7,2023,qual
111.0,bilge tarhan,TUR,4.7,5.033,0.0,9.733,2022,qual
24.0,bilge tarhan,TUR,4.9,6.733,0.0,11.633,2023,qual
7.0,bilge tarhan,TUR,4.9,7.233,0.0,12.133,2023,AAfinal
14.0,bilge tarhan,TUR,4.6,7.433,0.0,12.033,2023,qual
134.0,nazanin teymurova,AZE,4.6,6.633,0.0,11.233,2023,qual
8.0,nazanin teymurova,AZE,4.6,5.366,0.0,9.966,2023,final
5.0,nazanin teymurova,AZE,4.9,7.666,0.0,12.566,2023,qual
7.0,nazanin teymurova,AZE,4.7,7.566,0.0,12.266,2023,final
7.0,nazanin teymurova,AZE,4.7,7.533,0.0,12.233,2023,qual
11.0,nazanin teymurova,AZE,4.9,7.733,0.0,12.633,2023,qual
8.0,nazanin teymurova,AZE,4.7,7.366,0.0,12.066,2023,final
5.0,nazanin teymurova,AZE,4.7,7.566,0.0,12.266,2023,qual
96.0,nazanin teymurova,AZE,4.6,6.566,0.0,11.166,2023,qual
7.0,nazanin teymurova,AZE,4.6,8.0,0.0,12.6,2023,final
4.0,nazanin teymurova,AZE,4.8,8.067,0.0,12.867,2023,qual
9.0,nazanin teymurova,AZE,4.8,7.2,0.0,12.0,2023,qual
15.0,keira thornton,GBR,4.6,7.55,0.0,12.15,2022,qual
24.0,keira thornton,GBR,4.7,6.65,0.0,11.35,2023,qual
66.0,eythora thorsdottir,NED,5.2,7.266,0.0,12.466,2022,qual
7.0,eythora thorsdottir,NED,5.1,8.166,0.0,13.266,2023,AAfinal
31.0,eythora thorsdottir,NED,5.0,7.9,0.0,12.9,2023,qual
7.0,eythora thorsdottir,NED,5.1,7.6,0.0,12.7,2023,AAfinal
23.0,eythora thorsdottir,NED,4.9,7.7,0.0,12.6,2023,qual
14.0,hua ting,TPE,4.5,7.633,0.0,12.133,2023,qual
12.0,hua ting,TPE,4.7,7.2,0.0,11.9,2023,AAfinal
76.0,hua tien ting,TPE,4.7,7.566,0.0,12.266,2022,qual
130.0,hua tien ting,TPE,4.7,6.733,0.0,11.433,2023,qual
13.0,hua tien ting,TPE,4.7,7.8,0.0,12.5,2023,qual
9.0,hua tien ting,TPE,4.7,7.4,0.0,12.1,2023,AAfinal
16.0,emily todd,GBR,4.7,7.45,0.0,12.15,2022,qual
37.0,emily todd,GBR,4.4,6.2,0.0,10.6,2023,qual
71.0,juliane toessebro,NOR,4.5,7.8,0.0,12.3,2022,qual
54.0,juliane toessebro,NOR,4.4,7.566,0.0,11.966,2022,qual
35.0,juliane toessebro,NOR,4.3,6.233,0.4,10.133,2023,qual
74.0,ylea tollet,BEL,4.4,7.866,0.0,12.266,2022,qual
5.0,ylea tollet,BEL,4.9,7.9,0.0,12.8,2023,final
5.0,ylea tollet,BEL,4.9,7.933,0.0,12.833,2023,qual
55.0,aurelie tran,CAN,4.7,7.9,0.0,12.6,2023,qual
3.0,aurelie tran,CAN,4.6,8.233,0.0,12.833,2023,final
8.0,aurelie tran,CAN,4.7,8.1,0.0,12.8,2023,qual
5.0,aurelie tran,CAN,4.8,8.1,0.0,12.9,2023,AAfinal
5.0,aurelie tran,CAN,4.8,8.366,0.0,13.166,2023,final
9.0,aurelie tran,CAN,4.8,7.866,0.0,12.666,2023,qual
5.0,doan quynh nam tran,VIE,4.8,7.65,0.0,12.45,2022,qual
151.0,doan quynh nam tran,VIE,4.2,5.533,0.0,9.733,2023,qual
10.0,doan quynh nam tran,VIE,4.7,7.4,0.0,12.1,2023,qual
133.0,lucie trnkova,CZE,4.5,6.6,0.0,11.1,2022,qual
6.0,lucie trnkova,CZE,4.5,7.166,0.0,11.666,2022,final
5.0,lucie trnkova,CZE,4.6,7.6,0.0,12.2,2022,qual
7.0,lucie trnkova,CZE,4.7,7.033,0.0,11.733,2022,qual
6.0,lucie trnkova,CZE,4.5,7.233,0.0,11.733,2022,final
46.0,lucie trnkova,CZE,4.5,7.6,0.0,12.1,2022,qual
125.0,lucie trnkova,CZE,4.7,7.0,0.1,11.6,2023,qual
8.0,lucie trnkova,CZE,4.5,7.466,0.0,11.966,2023,final
8.0,lucie trnkova,CZE,4.6,7.6,0.0,12.2,2023,qual
10.0,lucie trnkova,CZE,4.6,7.3,0.0,11.9,2023,qual
86.0,lucie trnkova,CZE,4.3,7.033,0.0,11.333,2023,qual
114.0,maria tronrud,NOR,4.2,7.5,0.0,11.7,2022,qual
81.0,maria tronrud,NOR,4.0,7.366,0.0,11.366,2022,qual
114.0,maria tronrud,NOR,4.4,7.366,0.0,11.766,2023,qual
13.0,maria tronrud,NOR,4.4,7.6,0.0,12.0,2023,qual
28.0,maria tronrud,NOR,4.2,6.566,0.3,10.466,2023,qual
24.0,maria tronrud,NOR,4.4,5.566,0.3,9.666,2023,AAfinal
21.0,maria tronrud,NOR,4.9,7.766,0.0,12.666,2023,qual
124.0,zala trtnik,SLO,4.1,7.4,0.0,11.5,2022,qual
13.0,zala trtnik,SLO,4.4,6.4,0.0,10.8,2022,qual
73.0,zala trtnik,SLO,4.5,7.133,0.0,11.633,2022,qual
120.0,zala trtnik,SLO,4.8,7.033,0.1,11.733,2023,qual
14.0,zala trtnik,SLO,4.5,7.6,0.0,12.1,2023,qual
27.0,zala trtnik,SLO,4.6,6.466,0.0,11.066,2023,qual
19.0,zala trtnik,SLO,4.5,7.766,0.1,12.166,2023,qual
14.0,zala trtnik,SLO,4.5,7.033,0.0,11.533,2023,qual
89.0,zala trtnik,SLO,5.0,6.566,0.3,11.266,2023,qual
103.0,magdalini tsiori,GRE,4.0,7.066,0.3,10.766,2023,qual
112.0,andy turiski,ISR,4.6,5.833,0.0,10.433,2023,qual
19.0,andy turiski,ISR,4.2,6.467,0.0,10.667,2023,qual
18.0,sydney turner,CAN,5.3,8.0,0.0,13.3,2022,qual
4.0,sydney turner,CAN,5.2,7.6,0.1,12.7,2022,qual
3.0,sydney turner,CAN,5.2,7.7,0.0,12.9,2022,final
17.0,sydney turner,CAN,4.6,7.65,0.0,12.25,2023,qual
7.0,sydney turner,CAN,4.5,8.0,0.0,12.5,2023,final
11.0,sydney turner,CAN,4.5,8.0,0.0,12.5,2023,qual
24.0,juliane tøssebro,NOR,4.5,6.366,0.0,10.866,2022,qual
4.0,vladislava urazova,RUS,4.8,7.733,0.3,12.233,2022,final
1.0,vladislava urazova,RUS,4.8,7.933,0.1,12.633,2022,qual
110.0,brygida urbanska,POL,3.7,6.2,0.0,9.9,2022,qual
24.0,brygida urbanska,POL,4.5,6.4,0.0,10.9,2022,qual
87.0,brygida urbanska,POL,4.4,7.1,0.2,11.3,2023,qual
6.0,kohane ushioku,JPN,5.4,7.766,0.3,12.866,2023,qual
1.0,kohane ushioku,JPN,5.3,7.966,0.0,13.266,2023,qual
10.0,lisa vaelen,BEL,5.1,8.266,0.0,13.366,2022,AAfinal
23.0,lisa vaelen,BEL,5.2,8.1,0.1,13.2,2022,qual
12.0,lisa vaelen,BEL,5.1,7.966,0.0,13.066,2022,qual
9.0,lisa vaelen,BEL,5.1,8.0,0.0,13.1,2022,TeamFinal
4.0,lisa vaelen,BEL,5.3,7.833,0.0,13.133,2023,AAfinal
14.0,lisa vaelen,BEL,5.3,7.566,0.0,12.866,2023,qual
90.0,olivia vaettoe,FIN,4.7,7.433,0.0,12.133,2023,qual
66.0,olivia vaettoe,FIN,5.0,7.066,0.3,11.766,2023,qual
118.0,yiseth valenzuela,COL,4.3,7.433,0.0,11.733,2023,qual
5.0,yiseth valenzuela,COL,4.3,8.0,0.0,12.3,2023,AAfinal
5.0,yiseth valenzuela,COL,4.7,7.7,0.0,12.4,2023,final
9.0,yiseth valenzuela,COL,4.1,8.1,0.0,12.2,2023,qual
21.0,yiseth valenzuela,COL,4.3,7.6,0.0,11.9,2023,qual
31.0,shade van oorschot,NED,5.1,7.466,0.0,12.566,2022,qual
26.0,vera van pol,NED,4.8,7.833,0.0,12.633,2022,qual
14.0,vera van pol,NED,4.8,8.0,0.0,12.8,2022,TeamFinal
16.0,vera van pol,NED,5.0,7.833,0.1,12.733,2023,qual
28.0,vera van pol,NED,4.8,7.25,0.3,11.75,2023,qual
10.0,sanna veerman,NED,4.9,7.6,0.0,12.5,2022,qual
77.0,sanna veerman,NED,4.8,7.733,0.2,12.333,2023,qual
23.0,sanna veerman,NED,5.1,7.033,0.4,11.733,2023,qual
42.0,sanna veerman,NED,4.4,7.733,0.0,12.133,2023,qual
29.0,sanna veerman,NED,4.8,7.2,0.3,11.7,2023,qual
131.0,tara vella clark,MLT,4.2,7.333,0.4,11.133,2022,qual
87.0,tara vella clark,MLT,4.3,7.0,0.0,11.3,2022,qual
116.0,tara vella clark,MLT,4.2,6.133,0.4,9.933,2023,qual
63.0,jutta verkest,BEL,4.8,7.733,0.0,12.533,2022,qual
29.0,jutta verkest,BEL,4.8,7.766,0.0,12.566,2022,qual
20.0,jutta verkest,BEL,4.8,7.5,0.0,12.3,2022,TeamFinal
62.0,jutta verkest,BEL,4.8,7.7,0.0,12.5,2023,qual
33.0,jutta verkest,BEL,4.6,7.7,0.0,12.3,2023,qual
6.0,jutta verkest,BEL,4.6,7.066,0.0,11.666,2023,final
4.0,jutta verkest,BEL,5.0,7.95,0.0,12.95,2023,qual
3.0,claudia villalba,ESP,4.5,7.666,0.1,12.066,2022,qual
4.0,claudia villalba,ESP,4.5,7.5,0.0,12.0,2022,final
5.0,naomi visser,NED,5.6,8.166,0.0,13.766,2022,AAfinal
5.0,naomi visser,NED,5.7,7.966,0.0,13.666,2022,final
7.0,naomi visser,NED,5.6,8.066,0.0,13.666,2022,qual
7.0,naomi visser,NED,5.0,7.633,0.1,12.533,2022,qual
8.0,naomi visser,NED,5.0,6.733,0.3,11.433,2022,final
6.0,naomi visser,NED,5.4,7.733,0.0,13.133,2022,final
3.0,naomi visser,NED,5.6,8.033,0.0,13.633,2022,qual
11.0,naomi visser,NED,5.4,7.633,0.0,13.033,2022,TeamFinal
4.0,naomi visser,NED,5.7,7.833,0.0,13.533,2023,AAfinal
6.0,naomi visser,NED,5.6,8.0,0.3,13.3,2023,final
7.0,naomi visser,NED,5.8,7.933,0.0,13.733,2023,qual
3.0,naomi visser,NED,5.6,7.6,0.0,13.2,2023,AAfinal
4.0,naomi visser,NED,5.8,7.666,0.0,13.466,2023,final
3.0,naomi visser,NED,5.8,7.866,0.0,13.666,2023,qual
96.0,alice vlkova,CZE,4.7,7.333,0.0,12.033,2023,qual
12.0,alice vlkova,CZE,5.0,7.533,0.0,12.533,2023,qual
17.0,alice vlkova,CZE,5.0,7.233,0.0,12.233,2023,AAfinal
31.0,alice vlkova,CZE,5.0,7.4,0.0,12.4,2023,qual
19.0,tisha volleman,NED,4.7,7.966,0.0,12.666,2022,AAfinal
24.0,tisha volleman,NED,5.1,8.1,0.0,13.2,2022,qual
3.0,tisha volleman,NED,5.0,7.133,0.0,12.133,2022,final
2.0,tisha volleman,NED,4.9,7.866,0.0,12.766,2022,qual
13.0,tisha volleman,NED,5.0,8.0,0.0,13.0,2022,qual
7.0,tisha volleman,NED,5.3,7.866,0.0,13.166,2022,TeamFinal
6.0,tisha volleman,NED,5.0,7.9,0.1,12.8,2023,final
5.0,tisha volleman,NED,5.0,8.133,0.0,13.133,2023,qual
5.0,tisha volleman,NED,4.9,7.533,0.0,12.433,2023,final
12.0,tisha volleman,NED,5.1,7.55,0.0,12.65,2023,qual
4.0,tisha manouk gijs volleman,NED,5.3,7.733,0.0,13.033,2023,final
9.0,tisha manouk gijs volleman,NED,4.7,7.733,0.0,12.433,2023,qual
3.0,tisha manouk gijs volleman,NED,5.2,7.8,0.0,13.0,2023,AAfinal
44.0,sarah voss,GER,4.3,7.9,0.1,12.1,2022,qual
24.0,sarah voss,GER,4.9,6.966,0.6,11.266,2022,TeamFinal
6.0,sarah voss,GER,5.2,8.133,0.0,13.333,2023,AAfinal
19.0,sarah voss,GER,5.3,8.0,0.1,13.2,2023,qual
13.0,sarah voss,GER,5.0,7.466,0.0,12.466,2023,AAfinal
85.0,sarah voss,GER,4.8,6.9,0.3,11.4,2023,qual
25.0,elisabeth wagner,GER,4.1,7.5,0.0,11.6,2023,qual
16.0,elisabeth wagner,GER,4.1,7.533,0.1,11.533,2023,AAfinal
62.0,hazuki watanabe,JPN,4.7,7.833,0.0,12.533,2022,qual
33.0,hazuki watanabe,JPN,4.9,6.7,0.0,11.6,2023,qual
75.0,emelie westlund,SWE,4.5,7.833,0.0,12.333,2023,qual
20.0,emelie westlund,SWE,4.3,7.666,0.0,11.966,2023,AAfinal
60.0,emelie westlund,SWE,4.1,7.766,0.0,11.866,2023,qual
108.0,nathalie westlund,SWE,4.4,7.4,0.0,11.8,2022,qual
42.0,nathalie westlund,SWE,4.2,8.1,0.0,12.3,2022,qual
9.0,nathalie westlund,SWE,4.2,7.8,0.0,12.0,2023,qual
36.0,nathalie westlund,SWE,4.2,8.0,0.0,12.2,2023,qual
38.0,emily whitehead,AUS,5.0,7.766,0.0,12.766,2023,qual
12.0,emily whitehead,AUS,5.0,6.95,0.1,11.85,2022,AAfinal
3.0,emily whitehead,AUS,5.0,8.1,0.1,13.0,2022,final
4.0,emily whitehead,AUS,5.0,7.85,0.1,12.75,2022,qual
65.0,anina wildi,SUI,4.6,7.866,0.0,12.466,2022,qual
41.0,anina wildi,SUI,4.7,7.633,0.0,12.333,2022,qual
21.0,leanne wong,USA,5.4,7.8,0.0,13.2,2023,qual
4.0,leanne wong,USA,5.6,7.9,0.0,13.5,2023,AAfinal
21.0,kelise woolford,USA,5.0,7.05,0.0,12.05,2023,AAfinal
28.0,kelise woolford,USA,4.5,6.45,0.0,10.95,2023,AAfinal
78.0,anny wu,SUI,4.8,7.533,0.0,12.333,2023,qual
54.0,anny wu,SUI,4.6,7.366,0.0,11.966,2023,qual
14.0,chiharu yamada,JPN,5.3,7.8,0.0,13.1,2022,AAfinal
28.0,chiharu yamada,JPN,5.3,7.8,0.0,13.1,2022,qual
32.0,chiharu yamada,JPN,5.1,6.65,0.1,11.65,2023,qual
109.0,emma yap,SGP,4.8,7.133,0.1,11.833,2023,qual
10.0,emma yap,SGP,4.4,7.45,0.0,11.85,2022,AAfinal
19.0,emma yap,SGP,4.5,7.6,0.1,12.0,2022,qual
25.0,darya yassinskaya,KAZ,4.2,6.466,0.0,10.666,2022,qual
88.0,darya yassinskaya,KAZ,4.9,7.466,0.2,12.166,2023,qual
19.0,darya yassinskaya,KAZ,4.7,7.4,0.1,12.0,2023,qual
32.0,darya yassinskaya,KAZ,4.4,6.3,0.6,10.1,2023,qual
16.0,darya yassinskaya,KAZ,4.3,6.833,0.0,11.133,2023,qual
7.0,darya yassinskaya,KAZ,4.8,7.466,0.0,12.266,2023,final
8.0,darya yassinskaya,KAZ,5.0,8.0,0.0,13.0,2023,qual
54.0,seojeong yeo,KOR,5.1,7.533,0.0,12.633,2022,qual
49.0,seojeong yeo,KOR,5.4,7.6,0.3,12.7,2023,qual
101.0,bengisu yildiz,TUR,4.6,7.366,0.0,11.966,2022,qual
89.0,bengisu yildiz,TUR,4.7,6.533,0.0,11.233,2022,qual
72.0,bengisu yildiz,TUR,4.8,7.6,0.0,12.4,2023,qual
18.0,bengisu yildiz,TUR,4.7,7.333,0.0,12.033,2023,qual
77.0,bengisu yildiz,TUR,4.6,7.1,0.1,11.6,2023,qual
20.0,boeun yun,KOR,4.3,7.4,0.0,11.7,2023,qual
15.0,boeun yun,KOR,4.4,7.2,0.0,11.6,2023,AAfinal
31.0,boeun yun,KOR,4.6,6.433,0.1,10.933,2023,qual
6.0,lexi zeiss,USA,5.0,8.0,0.0,13.0,2022,AAfinal
6.0,lexi zeiss,USA,5.2,7.95,0.0,13.15,2023,AAfinal
68.0,jin zhang,CHN,5.4,7.366,0.4,12.366,2022,qual
7.0,jin zhang,CHN,5.4,6.966,0.0,12.366,2023,final
4.0,jin zhang,CHN,5.4,7.866,0.0,13.266,2023,qual
1.0,jin zhang,CHN,5.4,7.7,0.0,13.1,2023,final
2.0,jin zhang,CHN,5.5,7.833,0.1,13.233,2023,qual
1.0,jin zhang,CHN,5.6,8.266,0.0,13.866,2023,AAfinal
8.0,xinyi zhang,CHN,5.0,7.033,0.3,11.733,2023,final
3.0,xinyi zhang,CHN,5.2,8.0,0.0,13.2,2023,qual
9.0,alicia zhou,USA,5.0,8.0,0.0,13.0,2023,AAfinal
13.0,alicia zhou,USA,4.9,7.65,0.0,12.55,2023,AAfinal
7.0,yaqin zhou,CHN,5.4,7.9,0.0,13.3,2023,final
6.0,yaqin zhou,CHN,5.6,8.166,0.0,13.766,2023,qual
7.0,aiyu zhu,GER,4.8,6.533,0.1,11.233,2022,final
5.0,aiyu zhu,GER,4.8,7.2,0.1,11.9,2022,qual
30.0,aiyu zhu,GER,4.2,7.366,0.3,11.265999999999998,2023,qual
14.0,aiyu zhu,GER,4.1,7.6,0.0,11.7,2023,AAfinal
11.0,kristina zivadinovic,SRB,4.3,7.45,0.4,11.35,2022,qual
22.0,kristina zivadinovic,SRB,3.9,7.4,0.0,11.3,2022,qual
20.0,kristina zivadinovic,SRB,4.3,7.033,0.0,11.333,2023,qual
4.0,tong zuo,CHN,5.3,7.866,0.0,13.166,2023,qual
2.0,tong zuo,CHN,5.1,8.166,0.1,13.166,2023,AAfinal
23.0,christina zwicker,CRO,4.5,6.7,0.3,10.9,2022,qual
107.0,christina zwicker,CRO,4.4,6.533,0.3,10.633,2023,qual
1.0,marta pihan-kulesza,POL,5.8,8.425,0.0,14.225,2015,final
2.0,andreea munteanu,ROU,5.5,8.325,0.0,13.825,2015,final
3.0,filipa martins,POR,5.3,8.175,0.0,13.475,2015,final
4.0,ayelen tarabini,ARG,5.3,8.125,-0.1,13.325,2015,final
5.0,lisa ecker,AUT,5.0,7.95,0.0,12.95,2015,final
6.0,dorina böczögö,HUN,5.2,7.75,-0.1,12.85,2015,final
7.0,tutya yilmaz,TUR,5.2,7.125,-0.4,11.925,2015,final
8.0,argyro afrati,GRE,4.9,7.175,-0.3,11.775,2015,final
1.0,andreea munteanu,ROU,5.8,8.6,0.0,14.4,2015,qual
5.0,tzuf feldon,ISR,5.4,7.933,0.0,13.333,2015,qual
6.0,ana perez,ESP,5.4,7.9,0.0,13.3,2015,qual
7.0,ayelen tarabini,ARG,5.4,7.866,0.0,13.266,2015,qual
8.0,filipa martins,POR,5.1,8.033,0.0,13.133,2015,qual
9.0,dorina böczögö,HUN,5.4,7.8,-0.1,13.1,2015,qual
10.0,pauline schäfer,GER,5.8,7.266,0.0,13.066,2015,qual
11.0,oksana chusovitina,UZB,5.4,7.533,0.0,12.933,2015,qual
12.0,veronika cenkova,CZE,5.1,7.566,0.0,12.666,2015,qual
14.0,pauline tratz,GER,4.5,7.966,0.0,12.466,2015,qual
15.0,dilnoza abdusalimova,UZB,5.4,7.166,-0.1,12.466,2015,qual
19.0,dina nygaard,NOR,4.6,7.5,-0.1,12.0,2015,qual
21.0,tutya yilmaz,TUR,5.7,6.033,0.0,11.733,2015,qual
22.0,lisa ecker,AUT,4.7,6.9,0.0,11.6,2015,qual
24.0,maria simou,GRE,4.6,6.733,0.0,11.333,2015,qual
26.0,gaya giladi,ISR,4.6,6.5,0.0,11.1,2015,qual
28.0,ekin morova,TUR,4.9,6.033,-0.1,10.833,2015,qual
29.0,anastasija dubova,LAT,4.2,6.5,0.0,10.7,2015,qual
30.0,nora fernandez,ESP,4.9,5.633,0.0,10.533,2015,qual
31.0,tjasa kysselef,SLO,4.0,6.466,0.0,10.466,2015,qual
32.0,nato dzidziguri,GEO,5.0,5.433,-0.1,10.333,2015,qual
34.0,ellis o’reilly,IRL,4.8,5.433,-0.1,10.133,2015,qual
36.0,jasmin mader,AUT,5.1,4.833,0.0,9.933,2015,qual
1.0,jade carey,USA,6.2,8.266,0.0,14.466,2019,Final
2.0,lara mori,ITA,5.6,7.833,0.0,13.433,2019,Final
3.0,vanessa ferrari,ITA,5.2,8.1,0.0,13.3,2019,Final
4.0,marta pihan-kulesza,POL,5.4,7.933,-0.1,13.233,2019,Final
5.0,marine boyer,FRA,5.0,8.2,0.0,13.2,2019,Final
6.0,varvara zubova,RUS,5.1,8.0,0.0,13.1,2019,Final
7.0,kim bui,GER,5.2,7.833,0.0,13.033,2019,Final
8.0,coline devillard,FRA,4.8,7.9,-0.3,12.4,2019,Final
1.0,jade carey,USA,5.9,8.2,-0.1,14.0,2019,Qual
2.0,marine boyer,FRA,5.0,8.2,0.0,13.2,2019,Qual
3.0,kim bui,GER,5.2,8.0,0.0,13.2,2019,Qual
4.0,lara mori,ITA,5.3,7.866,0.0,13.166,2019,Qual
5.0,varvara zubova,RUS,5.1,7.966,0.0,13.066,2019,Qual
6.0,marta pihan-kulesza,POL,5.2,7.933,-0.1,13.033,2019,Qual
7.0,vanessa ferrari,ITA,5.3,7.833,-0.1,13.033,2019,Qual
8.0,coline devillard,FRA,4.8,8.033,0.0,12.833,2019,Qual
9.0,phoebe jakubczyk,GBR,5.0,7.833,0.0,12.833,2019,Qual
10.0,diana varinska,UKR,4.7,8.066,0.0,12.766,2019,Qual
12.0,ana derek,CRO,5.0,7.833,-0.1,12.733,2019,Qual
13.0,nazli savranbasi,TUR,5.0,7.6,0.0,12.6,2019,Qual
